,id,mssubclass,lotconfig,neighborhood,bldgtype,housestyle,yearbuilt,yearremod/add,roofstyle,roofmatl,masvnrtype,masvnrarea,foundation,totalbsmtsf,grlivarea,fullbath,totrmsabvgrd,garagefinish,garagecars,saletype,saleprice,agesold,total_sqft,totalqual,combined_exterior
1562,1213,80,Inside,NAmes,1Fam,SLvl,1965,1999,Gable,CompShg,None,0.0,PConc,1219.0,1265,2,6,2.0,2.0,WD ,179900,43,2986.0,15.0,BrkFaceBrkFace
1563,2046,50,Inside,ClearCr,1Fam,1.5Fin,1946,1994,Gable,CompShg,None,0.0,CBlock,1598.0,3086,3,12,0.0,0.0,WD ,200500,61,4684.0,16.0,MetalSdMetalSd
1564,710,50,Inside,OldTown,1Fam,1.5Fin,1910,1950,Gable,CompShg,None,0.0,BrkTil,600.0,968,1,6,0.0,0.0,WD ,37900,99,1568.0,12.0,VinylSdVinylSd
1565,2268,20,Inside,Timber,1Fam,1Story,2001,2001,Gable,CompShg,BrkFace,86.0,PConc,1267.0,1312,2,5,1.0,2.0,WD ,180500,6,3050.0,21.0,VinylSdVinylSd
1566,816,90,Inside,SawyerW,Duplex,2Story,2000,2000,Hip,CompShg,BrkFace,23.0,PConc,1168.0,2787,4,8,3.0,4.0,WD ,269500,9,4775.0,18.0,VinylSdVinylSd
1567,1616,60,Corner,Gilbert,1Fam,2Story,2003,2003,Gable,CompShg,None,0.0,PConc,847.0,1733,2,7,3.0,2.0,WD ,225000,4,3013.0,19.0,VinylSdVinylSd
1568,2233,50,Corner,IDOTRR,1Fam,1.5Fin,1940,1950,Gable,CompShg,None,0.0,BrkTil,720.0,1215,1,6,3.0,2.0,WD ,141000,67,2655.0,16.0,Wd SdngWd Sdng
1569,439,20,Inside,NridgHt,1Fam,1Story,2008,2008,Hip,CompShg,Stone,284.0,PConc,1739.0,1743,2,8,2.0,3.0,ConLI,335000,1,4409.0,24.0,VinylSdVinylSd
1570,260,20,FR2,CollgCr,1Fam,1Story,1977,2004,Gable,CompShg,None,0.0,CBlock,1026.0,1026,1,5,1.0,1.0,WD ,150000,33,2360.0,16.0,CemntBdCemntBd
1571,2523,20,Inside,Veenker,1Fam,1Story,1981,1987,Gable,WdShngl,None,0.0,CBlock,1842.0,1842,0,5,3.0,3.0,WD ,385000,25,4578.0,22.0,WdShingWdShing
1572,627,60,Inside,NAmes,1Fam,2Story,1965,1990,Gable,CompShg,BrkFace,176.0,CBlock,768.0,1986,2,7,1.0,2.0,WD ,205000,44,3240.0,16.0,HdBoardHdBoard
1573,251,20,Inside,CollgCr,1Fam,1Story,2006,2006,Gable,CompShg,Stone,24.0,PConc,1187.0,1208,2,6,2.0,2.0,WD ,206000,4,3027.0,19.0,VinylSdVinylSd
1574,2163,20,FR2,CollgCr,1Fam,1Story,2004,2004,Gable,CompShg,BrkFace,106.0,PConc,1422.0,1422,2,7,2.0,2.0,WD ,179600,3,3470.0,19.0,VinylSdVinylSd
1575,2819,20,Inside,Edwards,1Fam,1Story,1951,1951,Gable,CompShg,None,0.0,CBlock,836.0,1220,1,6,1.0,2.0,COD,102000,55,2452.0,12.0,Wd SdngWd Sdng
1576,1025,20,Corner,NWAmes,1Fam,1Story,1977,1977,Gable,CompShg,None,0.0,PConc,1126.0,1126,2,6,2.0,2.0,WD ,175000,31,2792.0,17.0,VinylSdVinylSd
1577,2592,20,Inside,NAmes,1Fam,1Story,1956,2001,Hip,CompShg,None,0.0,CBlock,1015.0,1384,1,6,1.0,2.0,WD ,159000,50,3295.0,14.0,Wd SdngVinylSd
1578,1491,20,Inside,Edwards,1Fam,1Story,1976,1976,Hip,CompShg,BrkFace,84.0,CBlock,1127.0,1127,1,6,1.0,2.0,WD ,135000,32,2734.0,15.0,HdBoardPlywood
1579,2742,50,Inside,Edwards,1Fam,1.5Fin,1954,1972,Gable,CompShg,None,0.0,CBlock,994.0,1855,2,7,1.0,1.0,WD ,136900,52,3174.0,15.0,Wd SdngWd Sdng
1580,2497,20,Inside,Sawyer,1Fam,1Story,1961,1994,Gable,CompShg,None,0.0,CBlock,912.0,1236,1,6,1.0,1.0,WD ,135000,45,2436.0,14.0,HdBoardPlywood
1581,495,60,Inside,NoRidge,1Fam,2Story,1999,1999,Gable,CompShg,BrkFace,673.0,PConc,1252.0,2365,2,8,2.0,3.0,WD ,337000,10,4473.0,20.0,VinylSdVinylSd
1582,2528,60,Corner,NWAmes,1Fam,2Story,1968,1984,Gable,CompShg,BrkFace,220.0,CBlock,1054.0,2654,2,9,1.0,2.0,WD ,250000,38,4327.0,16.0,HdBoardHdBoard
1583,1033,60,FR3,NWAmes,1Fam,2Story,1996,1996,Gable,CompShg,BrkFace,402.0,PConc,1236.0,2340,2,9,2.0,3.0,WD ,306000,12,4363.0,20.0,VinylSdVinylSd
1584,764,90,Inside,Edwards,Duplex,1Story,1987,1988,Gable,CompShg,None,0.0,CBlock,1200.0,1200,3,5,0.0,0.0,WD ,179000,22,2400.0,15.0,PlywoodPlywood
1585,1165,160,Corner,Somerst,TwnhsE,2Story,2007,2007,Gable,CompShg,None,0.0,PConc,689.0,1392,2,5,1.0,2.0,WD ,146000,1,2621.0,19.0,VinylSdVinylSd
1586,2037,50,Inside,IDOTRR,1Fam,1.5Fin,1915,1950,Gable,CompShg,None,0.0,CBlock,1138.0,2180,1,7,1.0,2.0,WD ,161000,92,4038.0,15.0,MetalSdMetalSd
1587,113,20,Inside,NWAmes,1Fam,1Story,1977,2001,Gable,CompShg,BrkFace,28.0,PConc,1610.0,1610,2,6,2.0,2.0,WD ,205000,33,3700.0,16.0,PlywoodPlywood
1588,1572,120,Inside,Timber,TwnhsE,1Story,1986,1986,Gable,CompShg,BrkFace,340.0,CBlock,1277.0,1501,2,6,3.0,2.0,WD ,241500,22,3290.0,19.0,VinylSdVinylSd
1589,2052,20,Inside,Sawyer,1Fam,1Story,1961,1961,Gable,CompShg,BrkCmn,192.0,CBlock,1029.0,1029,1,5,1.0,1.0,WD ,118500,46,2319.0,13.0,VinylSdVinylSd
1590,2702,80,Inside,ClearCr,1Fam,SLvl,1958,1958,Hip,CompShg,BrkFace,120.0,CBlock,1062.0,1352,1,6,1.0,1.0,WD ,130000,48,2702.0,15.0,Wd SdngImStucc
1591,1981,30,Inside,OldTown,1Fam,1Story,1940,1950,Gable,CompShg,Stone,279.0,CBlock,808.0,1072,1,5,1.0,2.0,WD ,130000,67,2259.0,14.0,VinylSdVinylSd
1592,2335,60,CulDSac,StoneBr,1Fam,2Story,2006,2006,Hip,CompShg,Stone,734.0,PConc,1850.0,2698,2,11,2.0,3.0,New,535000,0,5284.0,25.0,VinylSdVinylSd
1593,563,20,Inside,Sawyer,1Fam,1Story,1962,1962,Gable,CompShg,BrkFace,60.0,CBlock,912.0,912,1,6,1.0,1.0,WD ,123000,47,2076.0,14.0,VinylSdVinylSd
1594,1502,90,Corner,Edwards,Duplex,1Story,1955,1955,Gable,CompShg,None,0.0,PConc,0.0,1152,2,6,0.0,0.0,WD ,82000,53,1152.0,10.0,AsbShngPlywood
1595,1310,75,Corner,OldTown,1Fam,2Story,1920,1965,Gable,CompShg,None,0.0,BrkTil,624.0,1450,1,7,1.0,1.0,WD ,132000,88,2362.0,16.0,Wd SdngWdShing
1596,2598,30,Corner,OldTown,1Fam,1Story,1921,1968,Gable,CompShg,None,0.0,BrkTil,1073.0,1073,1,4,1.0,1.0,WD ,108480,85,2472.0,14.0,MetalSdMetalSd
1597,2715,20,Inside,Sawyer,1Fam,1Story,1967,1967,Gable,CompShg,BrkFace,450.0,CBlock,1176.0,1458,1,7,1.0,2.0,WD ,165000,39,3146.0,14.0,HdBoardHdBoard
1598,1810,20,Inside,SawyerW,1Fam,1Story,2006,2006,Gable,CompShg,BrkFace,170.0,PConc,1461.0,1486,2,7,2.0,2.0,WD ,181000,1,3513.0,19.0,VinylSdVinylSd
1599,778,80,Inside,Sawyer,1Fam,SLvl,1961,1961,Hip,CompShg,None,0.0,CBlock,552.0,1774,2,8,1.0,1.0,WD ,165000,48,2710.0,14.0,HdBoardHdBoard
1600,339,50,Inside,Mitchel,1Fam,1.5Fin,1969,1969,Gable,CompShg,None,0.0,CBlock,864.0,1479,2,8,3.0,1.0,WD ,161000,41,2618.0,14.0,HdBoardHdBoard
1601,2460,20,Corner,Somerst,1Fam,1Story,2006,2006,Gable,CompShg,BrkFace,60.0,PConc,1504.0,1504,2,7,3.0,2.0,New,199000,0,3518.0,20.0,VinylSdVinylSd
1602,320,60,Corner,Timber,1Fam,2Story,2002,2003,Gable,CompShg,BrkFace,44.0,PConc,817.0,1894,2,8,3.0,2.0,WD ,214900,8,3221.0,19.0,VinylSdVinylSd
1603,2461,20,Inside,Somerst,1Fam,1Story,2006,2006,Gable,CompShg,None,0.0,PConc,1278.0,1278,2,5,2.0,2.0,New,198600,0,3140.0,20.0,VinylSdVinylSd
1604,2449,60,Corner,NoRidge,1Fam,2Story,1998,1998,Hip,CompShg,BrkFace,650.0,PConc,1141.0,2263,2,10,3.0,2.0,WD ,258000,8,3824.0,20.0,VinylSdVinylSd
1605,817,90,Inside,SawyerW,Duplex,2Story,2000,2000,Hip,CompShg,BrkFace,23.0,PConc,1168.0,2787,4,8,3.0,4.0,WD ,269500,9,4775.0,18.0,VinylSdVinylSd
1606,1096,60,Inside,Gilbert,1Fam,2Story,2002,2002,Gable,CompShg,None,0.0,PConc,707.0,1414,2,6,3.0,2.0,WD ,176000,6,2524.0,19.0,VinylSdVinylSd
1607,1893,80,Inside,NAmes,1Fam,SLvl,1964,1991,Hip,CompShg,BrkFace,108.0,CBlock,1302.0,1302,2,7,2.0,1.0,CWD,158000,43,2913.0,17.0,HdBoardHdBoard
1608,479,80,Inside,Gilbert,1Fam,SLvl,2002,2002,Hip,CompShg,None,0.0,PConc,408.0,1419,2,7,3.0,2.0,WD ,184100,7,2354.0,20.0,VinylSdVinylSd
1609,1657,20,Inside,NWAmes,1Fam,1Story,1971,1971,Hip,CompShg,BrkFace,176.0,CBlock,1625.0,1220,2,6,1.0,2.0,WD ,170000,36,3789.0,15.0,HdBoardHdBoard
1610,937,80,Inside,Crawfor,1Fam,SLvl,1986,1986,Gable,CompShg,BrkFace,242.0,CBlock,572.0,1982,2,6,3.0,2.0,WD ,208000,23,3055.0,15.0,VinylSdVinylSd
1611,879,120,Inside,CollgCr,TwnhsE,1Story,2003,2003,Gable,CompShg,BrkFace,170.0,PConc,848.0,848,1,4,3.0,2.0,WD ,140000,6,2116.0,18.0,VinylSdVinylSd
1612,945,120,Inside,Crawfor,TwnhsE,1Story,2007,2008,Hip,CompShg,Stone,174.0,PConc,1596.0,1648,2,5,3.0,2.0,New,230000,2,3726.0,23.0,CemntBdCemntBd
1613,1010,120,Inside,StoneBr,TwnhsE,1Story,1989,1989,Gable,CompShg,None,0.0,PConc,1337.0,1337,2,5,2.0,2.0,WD ,188500,19,3136.0,20.0,HdBoardHdBoard
1614,2861,50,Inside,Crawfor,1Fam,1.5Fin,1940,1950,Gable,CompShg,None,0.0,CBlock,901.0,1717,1,7,1.0,1.0,WD ,194000,66,3028.0,15.0,Wd SdngWd Sdng
1615,1245,20,Inside,NAmes,1Fam,1Story,1956,1958,Gable,CompShg,None,0.0,CBlock,1104.0,1104,1,5,2.0,1.0,WD ,133000,52,2592.0,14.0,MetalSdMetalSd
1616,854,20,CulDSac,CollgCr,1Fam,1Story,1978,1978,Gable,CompShg,BrkFace,76.0,BrkTil,907.0,907,1,5,1.0,1.0,WD ,140000,31,2157.0,15.0,MetalSdMetalSd
1617,1437,60,Inside,CollgCr,1Fam,2Story,2000,2000,Gable,CompShg,BrkFace,120.0,PConc,782.0,1652,2,6,2.0,2.0,WD ,207500,8,2966.0,19.0,VinylSdVinylSd
1618,586,60,Inside,NWAmes,1Fam,2Story,1967,1997,Gable,CompShg,BrkFace,256.0,PConc,932.0,2640,2,8,2.0,2.0,WD ,256900,42,4087.0,16.0,MetalSdMetalSd
1619,1947,50,Inside,OldTown,1Fam,1.5Fin,1940,1950,Gable,CompShg,None,0.0,CBlock,735.0,1034,1,5,1.0,1.0,WD ,109000,67,2009.0,14.0,MetalSdMetalSd
1620,815,90,Inside,SawyerW,Duplex,1Story,1979,1979,Gable,CompShg,None,0.0,Slab,0.0,1513,2,8,1.0,2.0,WD ,113722,30,1913.0,11.0,HdBoardHdBoard
1621,831,20,Inside,CollgCr,1Fam,1Story,2005,2006,Gable,CompShg,Stone,76.0,PConc,1498.0,1498,2,7,3.0,3.0,WD ,237000,4,3840.0,21.0,VinylSdVinylSd
1622,1919,20,Corner,NAmes,1Fam,1Story,1963,1963,Gable,CompShg,None,0.0,CBlock,1053.0,1053,1,6,2.0,2.0,WD ,142100,44,2798.0,15.0,MetalSdMetalSd
1623,2306,20,Inside,NAmes,1Fam,1Story,1954,1954,Hip,CompShg,Stone,28.0,CBlock,1178.0,1293,2,5,2.0,2.0,WD ,149900,52,2923.0,15.0,Wd SdngWd Sdng
1624,430,20,Inside,NridgHt,1Fam,1Story,2008,2008,Hip,CompShg,Stone,450.0,PConc,2020.0,2020,2,7,2.0,3.0,WD ,404000,1,4936.0,24.0,VinylSdVinylSd
1625,2618,60,Inside,NAmes,1Fam,2Story,1962,1998,Gable,CompShg,None,0.0,CBlock,1438.0,2448,3,9,2.0,2.0,WD ,277500,44,4327.0,16.0,PlywoodPlywood
1626,245,60,Inside,SawyerW,1Fam,2Story,1985,1985,Gable,CompShg,BrkFace,336.0,CBlock,741.0,1732,2,7,3.0,2.0,WD ,178000,25,2949.0,18.0,HdBoardHdBoard
1627,462,120,Inside,NridgHt,TwnhsE,1Story,2006,2006,Hip,CompShg,BrkFace,176.0,PConc,1324.0,1324,2,6,3.0,2.0,WD ,254000,3,3198.0,20.0,MetalSdMetalSd
1628,182,30,Inside,OldTown,1Fam,1Story,1923,1970,Gable,CompShg,None,0.0,BrkTil,678.0,832,1,5,1.0,2.0,WD ,12789,87,2290.0,10.0,AsbShngAsbShng
1629,1625,20,Inside,Gilbert,1Fam,1Story,1995,1996,Gable,CompShg,BrkFace,38.0,PConc,1237.0,1253,2,6,3.0,2.0,WD ,176000,12,2892.0,17.0,HdBoardHdBoard
1630,2381,60,Corner,NridgHt,1Fam,2Story,2006,2006,Gable,CompShg,Stone,370.0,PConc,1249.0,2596,3,9,2.0,3.0,New,342643,0,4685.0,21.0,VinylSdVinylSd
1631,1827,20,Inside,Sawyer,1Fam,1Story,1967,1967,Gable,CompShg,BrkFace,75.0,CBlock,876.0,902,1,6,1.0,1.0,WD ,125500,40,2066.0,14.0,HdBoardWd Sdng
1632,1580,20,Inside,Timber,1Fam,1Story,1989,1989,Gable,CompShg,BrkFace,128.0,CBlock,1495.0,1495,2,8,1.0,2.0,WD ,150000,19,3428.0,16.0,Wd SdngWd Sdng
1633,1803,20,Corner,Somerst,1Fam,1Story,2007,2007,Gable,CompShg,None,0.0,PConc,1574.0,1584,2,6,3.0,2.0,New,261329,0,3752.0,22.0,CemntBdCemntBd
1634,1132,20,Inside,SawyerW,1Fam,1Story,2004,2005,Gable,CompShg,BrkFace,120.0,PConc,1080.0,1080,1,6,0.0,0.0,WD ,141000,4,2160.0,18.0,VinylSdVinylSd
1635,1941,20,Inside,NAmes,1Fam,1Story,1953,1953,Gable,CompShg,None,0.0,CBlock,1105.0,1647,1,6,3.0,1.0,WD ,153000,54,3032.0,13.0,VinylSdVinylSd
1636,1742,120,Inside,Blmngtn,TwnhsE,1Story,2006,2007,Gable,CompShg,BrkFace,72.0,PConc,1258.0,1258,2,6,3.0,3.0,New,172500,1,3164.0,20.0,WdShingWdShing
1637,2026,70,Inside,BrkSide,1Fam,2Story,1915,2003,Gable,CompShg,None,0.0,BrkTil,698.0,1396,1,7,1.0,1.0,WD ,153575,92,2478.0,15.0,Wd SdngWd Sdng
1638,2245,30,Inside,IDOTRR,1Fam,1Story,1930,2007,Hip,CompShg,None,0.0,BrkTil,837.0,1001,1,5,1.0,1.0,WD ,124900,77,2054.0,16.0,MetalSdMetalSd
1639,1691,20,Inside,NridgHt,1Fam,1Story,2006,2007,Gable,CompShg,BrkFace,315.0,PConc,2121.0,2121,2,8,3.0,3.0,New,415298,1,4974.0,24.0,CemntBdCemntBd
1640,725,50,Inside,OldTown,1Fam,1.5Fin,1920,1950,Gable,CompShg,None,0.0,BrkTil,972.0,1480,1,6,1.0,1.0,ConLI,119000,89,2659.0,14.0,MetalSdMetalSd
1641,1787,20,Inside,Somerst,1Fam,1Story,2006,2006,Hip,CompShg,Stone,410.0,PConc,1588.0,1588,2,7,2.0,3.0,WD ,227000,1,4001.0,20.0,VinylSdVinylSd
1642,1216,20,Inside,NAmes,1Fam,1Story,1959,2006,Gable,CompShg,BrkFace,54.0,CBlock,1053.0,1053,1,5,2.0,1.0,WD ,145500,49,2418.0,16.0,HdBoardHdBoard
1643,2654,30,Inside,OldTown,1Fam,1Story,1921,1950,Gable,CompShg,None,0.0,BrkTil,492.0,492,1,3,1.0,1.0,WD ,61500,85,1184.0,11.0,AsbShngAsbShng
1644,2310,20,Corner,NAmes,1Fam,1Story,1969,1969,Gable,CompShg,BrkFace,434.0,CBlock,1851.0,1851,2,8,3.0,2.0,WD ,192100,37,4208.0,16.0,HdBoardHdBoard
1645,761,190,Inside,IDOTRR,2fmCon,2Story,1915,1965,Gable,CompShg,None,0.0,CBlock,698.0,1403,1,7,1.0,1.0,WD ,116000,94,2409.0,15.0,MetalSdMetalSd
1646,1884,80,Inside,NAmes,1Fam,SLvl,1958,1958,Hip,CompShg,BrkFace,63.0,CBlock,588.0,1138,1,6,2.0,1.0,WD ,145000,49,1990.0,15.0,VinylSdVinylSd
1647,449,20,Corner,NridgHt,1Fam,1Story,2003,2003,Hip,CompShg,BrkFace,724.0,PConc,2452.0,2452,2,10,3.0,3.0,WD ,445000,6,5790.0,23.0,VinylSdVinylSd
1648,856,20,Inside,CollgCr,1Fam,1Story,1977,2008,Gable,CompShg,None,0.0,CBlock,1040.0,1040,2,5,1.0,2.0,WD ,150500,32,2564.0,16.0,HdBoardHdBoard
1649,11,60,Corner,Gilbert,1Fam,2Story,1993,1994,Gable,CompShg,None,0.0,PConc,763.0,1655,2,7,3.0,2.0,WD ,175900,17,2858.0,16.0,HdBoardHdBoard
1650,389,20,Inside,NWAmes,1Fam,1Story,1974,1974,Hip,CompShg,BrkFace,196.0,CBlock,1116.0,1116,2,6,2.0,2.0,WD ,167900,35,2760.0,15.0,PlywoodPlywood
1651,2415,60,Inside,Gilbert,1Fam,2Story,2006,2006,Gable,CompShg,None,0.0,PConc,879.0,1863,2,9,3.0,3.0,New,219210,0,3402.0,19.0,VinylSdVinylSd
1652,77,60,Inside,SawyerW,1Fam,2Story,1992,1992,Gable,CompShg,None,0.0,PConc,1055.0,1845,2,8,2.0,2.0,WD ,189000,18,3362.0,18.0,Wd SdngWd Sdng
1653,1238,20,Inside,NAmes,1Fam,1Story,1957,1957,Gable,CompShg,BrkFace,143.0,CBlock,1176.0,1176,1,6,2.0,1.0,WD ,136500,51,2644.0,14.0,Wd SdngWd Sdng
1654,223,20,Inside,Sawyer,1Fam,1Story,1966,2008,Hip,CompShg,BrkFace,47.0,CBlock,864.0,892,1,5,1.0,1.0,WD ,137900,44,2172.0,15.0,HdBoardHdBoard
1655,723,30,Inside,OldTown,1Fam,1Story,1910,2006,Hip,CompShg,None,0.0,BrkTil,1022.0,1022,1,4,1.0,1.0,WD ,85000,99,2324.0,14.0,MetalSdStucco
1656,2562,20,Inside,NAmes,1Fam,1Story,1951,1951,Hip,CompShg,BrkFace,44.0,CBlock,2136.0,2136,2,7,1.0,2.0,WD ,137900,55,4800.0,14.0,Wd SdngWd Sdng
1657,995,60,Inside,Gilbert,1Fam,2Story,1998,1998,Gable,CompShg,None,0.0,PConc,926.0,1604,2,7,3.0,2.0,WD ,195500,10,3002.0,16.0,VinylSdVinylSd
1658,287,70,Corner,SWISU,1Fam,2Story,1915,1950,Gable,CompShg,None,0.0,PConc,806.0,1647,1,6,1.0,1.0,WD ,128000,95,2669.0,15.0,Wd SdngWd Sdng
1659,1152,20,Inside,Sawyer,1Fam,1Story,1961,2007,Gable,CompShg,None,0.0,CBlock,864.0,864,1,5,1.0,1.0,WD ,135000,47,2148.0,15.0,Wd SdngWd Sdng
1660,1449,20,Inside,CollgCr,1Fam,1Story,1975,1975,Gable,CompShg,BrkFace,176.0,CBlock,1076.0,1076,1,5,1.0,2.0,WD ,143195,33,2728.0,14.0,HdBoardHdBoard
1661,1330,40,Inside,BrkSide,1Fam,1Story,1930,1960,Gable,CompShg,None,0.0,BrkTil,742.0,935,1,4,1.0,1.0,WD ,79500,78,1985.0,14.0,VinylSdVinylSd
1662,1134,60,FR2,SawyerW,1Fam,2Story,2003,2004,Gable,CompShg,BrkFace,95.0,PConc,835.0,1663,2,8,2.0,2.0,WD ,192500,5,2976.0,19.0,VinylSdVinylSd
1663,706,50,Inside,OldTown,1Fam,1.5Fin,1950,1970,Gable,CompShg,None,0.0,CBlock,768.0,1328,1,6,1.0,1.0,WD ,129500,59,2404.0,14.0,Wd SdngWd Sdng
1664,1617,60,Inside,Gilbert,1Fam,2Story,1995,1996,Gable,CompShg,None,0.0,PConc,806.0,1572,2,7,3.0,2.0,WD ,168000,12,2751.0,16.0,MetalSdMetalSd
1665,1339,50,Inside,BrkSide,1Fam,1.5Fin,1939,1950,Gable,CompShg,None,0.0,CBlock,739.0,1342,2,7,1.0,1.0,WD ,105000,69,2321.0,15.0,Wd SdngWd Sdng
1666,1664,20,Corner,NAmes,1Fam,1Story,1971,1971,Hip,CompShg,None,0.0,CBlock,981.0,981,1,5,1.0,2.0,WD ,143250,36,2538.0,15.0,PlywoodPlywood
1667,1433,20,Inside,CollgCr,1Fam,1Story,1995,2006,Gable,CompShg,None,0.0,PConc,1099.0,1099,1,6,1.0,1.0,WD ,144000,13,2550.0,16.0,VinylSdVinylSd
1668,75,60,Inside,SawyerW,1Fam,2Story,1994,2002,Gable,CompShg,None,0.0,PConc,948.0,2110,2,8,2.0,2.0,WD ,205000,16,3521.0,19.0,VinylSdVinylSd
1669,2255,85,Corner,Mitchel,1Fam,SFoyer,1974,1974,Gable,CompShg,None,0.0,CBlock,970.0,1026,1,5,1.0,2.0,WD ,143000,33,2524.0,16.0,PlywoodPlywood
1670,1170,120,Inside,Somerst,TwnhsE,1Story,2001,2001,Gable,CompShg,None,0.0,PConc,1419.0,1419,1,5,3.0,2.0,WD ,290000,7,3426.0,23.0,VinylSdVinylSd
1671,45,20,Inside,NridgHt,1Fam,1Story,2009,2010,Hip,CompShg,Stone,760.0,PConc,2330.0,2364,2,11,3.0,3.0,New,611657,1,5514.0,24.0,VinylSdVinylSd
1672,836,20,Corner,CollgCr,1Fam,1Story,1996,1996,Gable,CompShg,None,0.0,PConc,1040.0,1040,1,6,1.0,2.0,WD ,152000,13,2656.0,16.0,VinylSdVinylSd
1673,8,120,Inside,StoneBr,TwnhsE,1Story,1992,1992,Gable,CompShg,None,0.0,PConc,1280.0,1280,2,5,2.0,2.0,WD ,191500,18,3066.0,20.0,HdBoardHdBoard
1674,1704,60,Inside,NridgHt,1Fam,2Story,2004,2005,Gable,CompShg,BrkFace,344.0,PConc,1143.0,2473,2,9,2.0,3.0,WD ,317000,3,4468.0,21.0,VinylSdVinylSd
1675,2068,50,Inside,Sawyer,1Fam,1.5Fin,1940,1998,Gable,CompShg,None,0.0,BrkTil,680.0,1302,1,6,1.0,1.0,WD ,165250,67,2206.0,17.0,Wd SdngWd Sdng
1676,1488,20,Inside,Edwards,1Fam,1Story,1966,1966,Hip,CompShg,None,0.0,CBlock,1092.0,1092,1,6,1.0,1.0,COD,123000,42,2448.0,14.0,HdBoardHdBoard
1677,1391,20,Inside,Sawyer,1Fam,1Story,1956,1956,Gable,CompShg,None,0.0,CBlock,988.0,1188,1,4,1.0,2.0,WD ,185000,52,2797.0,15.0,HdBoardHdBoard
1678,2633,20,Corner,NAmes,1Fam,1Story,1962,1962,Gable,CompShg,None,0.0,CBlock,1045.0,1045,1,6,1.0,2.0,WD ,120000,44,2618.0,16.0,Wd SdngWd Sdng
1679,1872,20,Corner,NWAmes,1Fam,1Story,1966,1966,Hip,CompShg,None,0.0,CBlock,1093.0,1093,2,6,2.0,2.0,WD ,158500,41,2670.0,15.0,HdBoardHdBoard
1680,1138,60,Inside,SawyerW,1Fam,2Story,2004,2004,Gable,CompShg,None,0.0,PConc,798.0,1640,2,6,2.0,2.0,WD ,173000,4,2958.0,18.0,VinylSdVinylSd
1681,1899,90,FR2,NAmes,Duplex,1Story,1962,1962,Gable,CompShg,None,0.0,Slab,0.0,1224,2,6,1.0,2.0,WD ,101800,45,1686.0,10.0,HdBoardHdBoard
1682,915,70,Inside,SWISU,1Fam,2Story,1936,2007,Gable,CompShg,None,0.0,PConc,560.0,1135,1,6,2.0,2.0,WD ,155000,73,2271.0,19.0,Wd SdngWd Sdng
1683,660,30,Inside,OldTown,1Fam,1Story,1925,1950,Gable,CompShg,None,0.0,BrkTil,1054.0,1078,1,6,1.0,1.0,WD ,125000,84,2396.0,16.0,MetalSdMetalSd
1684,2004,20,Inside,OldTown,1Fam,1Story,1956,1956,Gable,CompShg,None,1.0,CBlock,0.0,968,1,5,1.0,1.0,WD ,104500,51,1299.0,10.0,MetalSdMetalSd
1685,443,60,Inside,NridgHt,1Fam,2Story,2004,2005,Hip,CompShg,Stone,216.0,PConc,1462.0,2224,2,10,3.0,3.0,WD ,350000,5,4424.0,23.0,VinylSdVinylSd
1686,2627,90,Inside,NAmes,Duplex,1Story,1950,1950,Gable,CompShg,None,0.0,CBlock,0.0,1040,2,6,1.0,2.0,WD ,93500,56,1440.0,9.0,StuccoStone
1687,1438,60,Inside,CollgCr,1Fam,2Story,1999,1999,Gable,CompShg,BrkFace,158.0,PConc,873.0,1790,2,7,2.0,2.0,WD ,193000,9,3251.0,19.0,VinylSdVinylSd
1688,1525,70,Inside,Crawfor,1Fam,2.5Fin,1922,1994,Gable,CompShg,None,0.0,BrkTil,588.0,2555,2,11,3.0,2.0,WD ,191000,86,3815.0,17.0,MetalSdMetalSd
1689,2644,30,Inside,OldTown,1Fam,1Story,1930,2005,Hip,CompShg,None,0.0,BrkTil,813.0,813,1,5,1.0,1.0,WD ,110000,76,1896.0,16.0,Wd SdngWd Sdng
1690,866,60,Inside,CollgCr,1Fam,2Story,2001,2001,Gable,CompShg,BrkFace,108.0,PConc,1299.0,1872,2,7,2.0,2.0,WD ,261500,8,3702.0,21.0,VinylSdVinylSd
1691,620,20,Inside,NAmes,1Fam,1Story,1956,1956,Hip,CompShg,None,0.0,CBlock,1050.0,1050,1,5,1.0,1.0,WD ,128900,53,2438.0,14.0,MetalSdMetalSd
1692,2451,60,Inside,NoRidge,1Fam,2Story,1993,1994,Hip,CompShg,BrkFace,738.0,PConc,1733.0,3500,3,11,2.0,3.0,WD ,584500,13,6192.0,23.0,MetalSdMetalSd
1693,2186,20,Inside,Edwards,1Fam,1Story,1954,1954,Hip,CompShg,BrkFace,132.0,PConc,864.0,948,1,5,1.0,1.0,WD ,111000,53,2060.0,13.0,Wd SdngWd Sdng
1694,2025,50,Inside,BrkSide,1Fam,1.5Fin,1926,1950,Gable,CompShg,None,0.0,PConc,750.0,1316,1,7,1.0,2.0,ConLw,90000,81,2642.0,13.0,HdBoardHdBoard
1695,1916,60,Inside,NAmes,1Fam,2Story,1965,1979,Flat,Tar&Grv,BrkCmn,113.0,CBlock,1021.0,2380,2,7,1.0,2.0,WD ,129000,42,3997.0,16.0,PlywoodPlywood
